Year,FIPS_code,State,Area name,Number of adults with less than HS diploma,Number of adults with HS diploma only,Number of adults completing some college or associate's degree,Number of adults with a bachelor's degree or higher
2018,47139,TN,Polk County,5750553,11631062,10493947,4613438
2018,47141,TN,Putnam County,244632.9,780180.6,590645.2,586237.4
2018,47143,TN,Rhea County,251404.4,575701.2,397189.2,263305.2
2018,47145,TN,Roane County,910395.6,3543690.4,3250014.4,2075310.4
2018,47147,TN,Robertson County,11322744.4,36775525.2,26575697.6,18808856.4
2018,47149,TN,Rutherford County,153553.4,548405,624184.6,668057
2018,47151,TN,Scott County,272576.1,626518.2,325464,131541.7
2018,47153,TN,Sequatchie County,2822257.2,6275186.4,4146668.4,2506921.2
2018,47155,TN,Sevier County,2507796.6,6625074.6,6063627.6,3518401.2
2018,47157,TN,Shelby County,658916.7,1699635.6,1748900.4,2050647.3
2018,47159,TN,Smith County,140953.6,471313.6,298425.2,190507.6
2018,47161,TN,Stewart County,234445.2,726424.9,454681.6,358772.2
2018,47163,TN,Sullivan County,230349.6,655610.4,576858.4,505981.6
2018,47165,TN,Sumner County,53614.5,167761.5,182750.5,171797
2018,47167,TN,Tipton County,457833.6,1483871.4,1385764.2,764418.6
2018,47169,TN,Trousdale County,1826219.4,5877339.9,3935374.2,1221766.5
2018,47171,TN,Unicoi County,228500.4,609334.4,553037.2,264928
2018,47173,TN,Union County,695032,1413454.5,835375,394297
2018,47175,TN,Van Buren County,517743.7,1336375.1,585511.2,271070
2018,47177,TN,Warren County,3893047.2,10682706.9,5283421.2,3313724.7
2018,47179,TN,Washington County,1321875,4064062.5,4035937.5,4654687.5
2018,47181,TN,Wayne County,1015997.5,2618370.7,1515287.7,661849.8
2018,47183,TN,Weakley County,232038.4,794006.4,400628.8,386126.4
2018,47185,TN,White County,1611202,3527226,2403739.2,1167032.8
2018,47187,TN,Williamson County,99926.4,306916.8,497252.8,1472724.8
2018,47189,TN,Wilson County,61502,253915.4,246886.6,315417.4
2018,48001,TX,Anderson County,33866.8,73220.4,59408.8,22704
2018,48003,TX,Andrews County,1202409,1574703,1303029,945828
2018,48005,TX,Angelina County,485821.8,947652.4,1025623.8,539802
2018,48007,TX,Aransas County,79405.1,231891,217837,174269.6
2018,48009,TX,Archer County,212263.2,869594.4,687002.4,513540
2018,48011,TX,Armstrong County,687110.4,2374444.8,3322483.2,2322259.2
2018,48013,TX,Atascosa County,69132.6,142563.6,93490.2,53013.6
2018,48015,TX,Austin County,417113.6,1098181.9,964575.2,778829.3
2018,48017,TX,Bailey County,9993540.2,12162956.4,8073073.4,5334630
2018,48019,TX,Bandera County,18470255.7,56999606.3,68518690.5,54616347.5
2018,48021,TX,Bastrop County,182551.2,366272.6,349889.8,270316.2
2018,48023,TX,Baylor County,10368,24364.8,17236.8,12765.6
2018,48025,TX,Bee County,392511,605588.4,650446.8,222422.9
2018,48027,TX,Bell County,839483.6,2442991.6,3640906.4,2509018.4
2018,48029,TX,Bexar County,5404920,9032880,11476200,11106000
2018,48031,TX,Blanco County,2222228.4,6507954.6,8095260.6,5827680.6
2018,48033,TX,Borden County,72282.6,230748.3,271523.1,352146
2018,48035,TX,Bosque County,15918,50331.2,57608,27894.4
2018,48037,TX,Bowie County,72562.8,240453.2,234762,162910.6
2018,48039,TX,Brazoria County,424748.8,917760.8,1262869.2,1187021.2
2018,48041,TX,Brazos County,207795.7,386169,470758.4,776015.8
2018,48043,TX,Brewster County,570504,779688.8,1217075.2,2186932
2018,48045,TX,Briscoe County,640055.6,1543917.9,1466073.3,674653.2
2018,48047,TX,Brooks County,679171.5,571366.5,517464,388098
2018,48049,TX,Brown County,183321.4,486991.2,457603.8,271483.6
2018,48051,TX,Burleson County,7291217.6,14412872,11742251.6,8944458.8
2018,48053,TX,Burnet County,148576.2,396203.2,396203.2,362317.4
2018,48055,TX,Caldwell County,119499.5,231192.5,153728,96080
2018,48057,TX,Calhoun County,512023,972843.7,1002962.7,524070.6
2018,48059,TX,Callahan County,79716,260610,254478,171696
2018,48061,TX,Cameron County,1294847,1108049.4,1035877.6,806626
2018,48063,TX,Camp County,662659.2,1772350.4,1625092.8,1199097.6
2018,48065,TX,Carson County,54682.5,235499.3,249352.2,190295.1
2018,48067,TX,Cass County,136973.6,449608,278129.6,180888.8
2018,48069,TX,Castro County,66929.6,91602.8,62959.2,61824.8
2018,48071,TX,Chambers County,35722,87283,133115,80543
2018,48073,TX,Cherokee County,163741.5,255268.8,274581.9,146107.8
2018,48075,TX,Childress County,17187996.6,36285770.6,27943058.8,18997259.4
2018,48077,TX,Clay County,23696,101596.6,102485.2,68422.2
2018,48079,TX,Cochran County,691674.2,706526.1,519816.5,205804.9
2018,48081,TX,Coke County,2403642.6,4955658.2,4451190,3026809.2
2018,48083,TX,Coleman County,192182.8,430381.2,473690,257146
2018,48085,TX,Collin County,26083.6,62857.2,110320.8,228338.4
2018,48087,TX,Collingsworth County,1030579.6,937259.4,1127957.2,957546.4
2018,48089,TX,Colorado County,1167004.8,2678126.4,2087143.2,1548525.6
2018,48091,TX,Comal County,8611.8,33197.1,42086.7,55004.4
2018,48093,TX,Comanche County,69513,154366.8,162996,92524.2
2018,48095,TX,Concho County,86425.3,131912.3,86425.3,44787.2
2018,48097,TX,Cooke County,69925.9,183772.2,196486,127138
2018,48099,TX,Coryell County,23803.2,63475.2,94772,38129.2
2018,48101,TX,Cottle County,105120,203040,270000,141120
2018,48103,TX,Crane County,64625414,98652672.8,63042750.8,37720139.6
2018,48105,TX,Crockett County,256165.7,482045.8,320522.6,204427.8
2018,48107,TX,Crosby County,427728,699748,476504,272020
2018,48109,TX,Culberson County,194168.7,209145.9,39582.6,92002.8
2018,48111,TX,Dallam County,25428294.4,26802796.8,20102097.6,13487304.8
2018,48113,TX,Dallas County,389609.1,456226.2,508712.4,666171
2018,48115,TX,Dawson County,65670.8,74441.9,54200.9,30811.3
2018,48117,TX,Deaf Smith County,265946.4,416443.2,230899.2,117511.2
2018,48119,TX,Delta County,42151.3,105876.1,110190.8,74013.7
2018,48121,TX,Denton County,75120.4,189482.8,325148,530327.6
2018,48123,TX,DeWitt County,309641.8,747537.6,544163.4,230857.2
2018,48125,TX,Dickens County,2626408.8,5317667.2,4993419.2,3274904.8
2018,48127,TX,Dimmit County,60539.2,62660,44536.8,25064
2018,48129,TX,Donley County,2512104,5759895.6,6854455.2,2817145.2
2018,48131,TX,Duval County,23204920.8,28081317.2,25306815.8,7398670.4
2018,48133,TX,Eastland County,636690,1235178.6,1464387,908344.4
2018,48135,TX,Ector County,410839.5,516583,525250.5,282560.5
2018,48137,TX,Edwards County,762177.6,769234.8,1256181.6,741006
2018,48139,TX,Ellis County,319397.4,689492.8,859331.1,666678.7
2018,48141,TX,El Paso County,77547.8,91368.2,120160.7,94823.3
2018,48143,TX,Erath County,72378.8,162268.6,169273,180363.3
2018,48145,TX,Falls County,24600,40200,39960,15240
2018,48147,TX,Fannin County,11108797.8,27653815.8,25290241.8,14654158.8
2018,48149,TX,Fayette County,123809,417720.8,287452.2,247618
2018,48151,TX,Fisher County,269388.8,691299.2,631875.2,388236.8
2018,48153,TX,Floyd County,521160.8,586553.6,576645.6,295258.4
2018,48155,TX,Foard County,507894.3,489083.4,737805.3,355317
2018,48157,TX,Fort Bend County,3041010,6048231,8447250,16252509
2018,48159,TX,Franklin County,63806.6,180895,221020.8,192077.6
2018,48161,TX,Freestone County,466389.6,895253.6,889892.8,428864
2018,48163,TX,Frio County,47886,52327.6,26233.2,12353.2
2018,48165,TX,Gaines County,291225.6,247238.4,138787.2,81148.8
2018,48167,TX,Galveston County,210342.6,506071.8,672679.8,691423.2
2018,48169,TX,Garza County,740051,709398,486069,253982
2018,48171,TX,Gillespie County,1393506.4,3537362.4,3751748,4716483.2
2018,48173,TX,Glasscock County,3030821.5,2263838.1,3265864.8,3810175.6
2018,48175,TX,Goliad County,462268,813932,1043648,513316
2018,48177,TX,Gonzales County,3846809,7038842,3241141.2,2226238.4
2018,48179,TX,Gray County,642770,1123156,1123156,493918
2018,48181,TX,Grayson County,29371.6,91142.8,116578,66010.4
2018,48183,TX,Gregg County,119624.4,238400.4,309666,179860.8
2018,48185,TX,Grimes County,99972.9,183556.8,166621.5,96148.8
2018,48187,TX,Guadalupe County,41965.4,118836.6,118836.6,112561.4
2018,48189,TX,Hale County,1418733.6,1830624,1515985.5,955356.9
2018,48191,TX,Hall County,81755970.6,155054427,142368155.7,90683346.7
2018,48193,TX,Hamilton County,874110.6,2382118.2,1975089.6,1441281.6
2018,48195,TX,Hansford County,153398.7,159579.6,115751.4,133170.3
2018,48197,TX,Hardeman County,84288.5,214499.7,190085.1,91845.4
2018,48199,TX,Hardin County,2560256.5,8771661.4,6745719.3,4163199.7
2018,48201,TX,Harris County,69232.5,87210,101745,124312.5
2018,48203,TX,Harrison County,979358.1,2699407.2,2814625.8,1736508.9
2018,48205,TX,Hartley County,12123146,30740834.5,23726728.6,20003190.9
2018,48207,TX,Haskell County,767069.4,1392358.2,832506.6,643465.8
2018,48209,TX,Hays County,218310,519348,668718,889326
2018,48211,TX,Hemphill County,877786.5,2161170.9,1701089.7,1313652.9
2018,48213,TX,Henderson County,559512,1236816,1214730,669942
2018,48215,TX,Hidalgo County,757626.3,563006.7,546788.4,451795.5
2018,48217,TX,Hill County,532301.4,1254189.6,1228668.3,630740.7
2018,48219,TX,Hockley County,112682.5,126588,158714.5,81515
2018,48221,TX,Hood County,781593.3,2711453.3,3222866.2,2933387.2
2018,48223,TX,Hopkins County,292532.4,737690.4,644419.2,445158
2018,48225,TX,Houston County,31048.8,55705.2,43681.4,21764.6
2018,48227,TX,Howard County,172438.5,299777.7,290934.7,121149.1
2018,48229,TX,Hudspeth County,748162.2,340614.6,272194.2,124941.6
2018,48231,TX,Hunt County,455574.4,1255520,1112032,764073.6
2018,48233,TX,Hutchinson County,30852.4,74316,82648.4,37383.2
2018,48235,TX,Irion County,2881511.3,6706526.3,11245544.1,4666518.3
2018,48237,TX,Jack County,96563.2,200473.6,150092.8,77670.4
2018,48239,TX,Jackson County,791946.8,1351208.2,1306304,632741
2018,48241,TX,Jasper County,2656095.5,7505611.8,4729563.6,2244829.1
2018,48243,TX,Jeff Davis County,265547.8,354724.3,822405.5,539022.4
2018,48245,TX,Jefferson County,236315,500800,527405,298915
2018,48247,TX,Jim Hogg County,3498518.4,4694703,2984030.4,1697810.4
2018,48249,TX,Jim Wells County,963025.1,1711537.5,1177537.8,711999.6
2018,48251,TX,Johnson County,6055.4,15602.6,13525.2,9061
2018,48253,TX,Jones County,14011.8,28168.8,21634.8,8784.6
2018,48255,TX,Karnes County,1304884.5,1938985,1158150.5,833239.5
2018,48257,TX,Kaufman County,59323.2,129551.4,150489,96836.4
2018,48259,TX,Kendall County,1855.9,4071.9,8614.7,13157.5
2018,48261,TX,Kenedy County,307387.2,54998.2,0,14691.3
2018,48263,TX,Kent County,345531.9,740870.2,1005466.7,1021031.2
2018,48265,TX,Kerr County,35799.4,104475.8,118357.2,106302.3
2018,48267,TX,Kimble County,711110.4,1432166.4,1432166.4,1397356.8
2018,48269,TX,King County,309213,467109,206580.6,332897.4
2018,48271,TX,Kinney County,318435,545585.3,904355.4,354524.3
2018,48273,TX,Kleberg County,146101.4,247769.9,186768.8,173213
2018,48275,TX,Knox County,382090,627432,701839,299639
2018,48277,TX,Lamar County,216014.4,588039.2,577752.8,334308
2018,48279,TX,Lamb County,409299,619993,478379,217602
2018,48281,TX,Lampasas County,742377.8,2676013,3642830.6,1571078.6
2018,48283,TX,La Salle County,733792.8,1060706.9,376304,181096.3
2018,48285,TX,Lavaca County,45963.5,132858,96624,60054.5
2018,48287,TX,Lee County,156941.4,490289.8,395395,173973.8
2018,48289,TX,Leon County,359323.6,781420.6,651544.6,372311.2
2018,48291,TX,Liberty County,3328.8,5912.8,4453.6,1504.8
2018,48293,TX,Limestone County,4764886,10728678.8,10421266.8,4826368.4
2018,48295,TX,Lipscomb County,82865.7,175722.3,179248.5,149863.5
2018,48297,TX,Live Oak County,186097.1,253986.6,256382.7,102233.6
2018,48299,TX,Llano County,2775216.3,6721624.8,8147424,7841895.6
2018,48301,TX,Loving County,4344.2,12957.7,57598.1,0
2018,48303,TX,Lubbock County,174506.2,373529.8,429775.6,462946.2
2018,48305,TX,Lynn County,208488,282948,272027.2,229336.8
2018,48307,TX,McCulloch County,112183.5,189849,192725.5,80542
2018,48309,TX,McLennan County,58208,115132,142096,112564
2018,48311,TX,McMullen County,372830.4,1703323.2,1019800.8,562900.8
2018,48313,TX,Madison County,1269124.5,2298460.5,1590792,690123
2018,48315,TX,Marion County,661973,2026655.8,1624379.9,779091.3
2018,48317,TX,Martin County,41282.7,71442.6,56469.6,44919
2018,48319,TX,Mason County,3037372.8,3520591.2,4659606,6022972.2
2018,48321,TX,Matagorda County,467436.6,743877.6,801678.9,497593.8
2018,48323,TX,Maverick County,179124.4,129422.3,104325.2,78736
2018,48325,TX,Medina County,115659,261454.5,254124,184077
2018,48327,TX,Menard County,350768.4,497738.4,578082,533011.2
2018,48329,TX,Midland County,9159337.5,14300385,18614137.5,17018640
2018,48331,TX,Milam County,298641.5,880885,620916.5,348057
2018,48333,TX,Mills County,181383.3,381275.1,366468.3,304773.3
2018,48335,TX,Mitchell County,21965.2,53432.2,35786,12216.6
2018,48337,TX,Montague County,887098.5,2411593.7,2122465.3,1149942.5
2018,48339,TX,Montgomery County,515476,1144951.5,1491906.5,1804166
2018,48341,TX,Moore County,452243.4,428875.2,316158,177323.4
2018,48343,TX,Morris County,148985.1,619542,517760.1,190287.9
2018,48345,TX,Motley County,4854351,10578138,12969087,7824924
2018,48347,TX,Nacogdoches County,146220.9,303383.5,299404.7,245690.9
2018,48349,TX,Navarro County,42193.8,63930,71388.5,35374.6
2018,48351,TX,Newton County,1495938.8,3601953.2,2565660.4,693647.6
2018,48353,TX,Nolan County,511087.5,952875,952875,470662.5
2018,48355,TX,Nueces County,368053.2,680551.2,759254.4,506941.2
2018,48357,TX,Ochiltree County,3224044.3,4635428.5,3362415.3,2601374.8
2018,48359,TX,Oldham County,124286.4,308743.2,318607.2,234763.2
2018,48361,TX,Orange County,172403,565795.3,565795.3,263306.4
2018,48363,TX,Palo Pinto County,655406.1,1826131.5,1641016.8,875542.5
2018,48365,TX,Panola County,2069910.4,3613369.6,4666272,1615248
2018,48367,TX,Parker County,71564.4,189680.4,232063.2,200797.2
2018,48369,TX,Parmer County,324645.3,319781.7,352611,218862
2018,48371,TX,Pecos County,3406775,5137416.7,3515791.8,1567116.5
2018,48373,TX,Polk County,73323.6,139913.4,111855.9,49007.1
2018,48375,TX,Potter County,81733,109557,101557.6,54952.4
2018,48377,TX,Presidio County,583182.5,157057.5,260545,216715
2018,48379,TX,Rains County,213452,572867.5,488114.5,295066
2018,48381,TX,Randall County,44301.6,165955.2,266512.8,226430.4
2018,48383,TX,Reagan County,13364.4,39099.9,25374.3,12371.1
2018,48385,TX,Real County,186667.2,656792,608396.8,276544
2018,48387,TX,Red River County,1228015.4,4157134.1,3190826.9,1479657.9
2018,48389,TX,Reeves County,301903,392985.6,231288.4,97223
2018,48391,TX,Refugio County,1023660,2210670,1649835,566280
2018,48393,TX,Roberts County,67769.6,357908.2,358967.1,274255.1
2018,48395,TX,Robertson County,124303.2,315285.6,237081.6,146529.6
2018,48397,TX,Rockwall County,183801.6,516942,913264.2,1257892.2
2018,48399,TX,Runnels County,1123802.4,2374701.5,2013479.3,1177316.8
2018,48401,TX,Rusk County,93837,200387.4,214311.6,96864
2018,48403,TX,Sabine County,39372,101614.5,94956,53557.5
2018,48405,TX,San Augustine County,318767.4,728611.2,435142.8,204078.6
2018,48407,TX,San Jacinto County,50421.5,127192.3,101168.3,46517.9
2018,48409,TX,San Patricio County,462607.6,818459.6,836252.2,421938.8
2018,48411,TX,San Saba County,56653.6,117925.7,81285.6,52343
2018,48413,TX,Schleicher County,3476337.1,6515254.3,9185817.9,3867712.8
2018,48415,TX,Scurry County,171304,295724.8,293020,142452.8
2018,48417,TX,Shackelford County,606535,1432455,2290637.5,2116420
2018,48419,TX,Shelby County,182056.9,333928.2,292423,133948.6
2018,48421,TX,Sherman County,37232.4,29104.2,38281.2,26482.2
2018,48423,TX,Smith County,16888.8,32824.2,48351,38136
2018,48425,TX,Somervell County,40210.6,122886.6,107103,105975.6
2018,48427,TX,Starr County,307434.4,197743,149240,91782.6
2018,48429,TX,Stephens County,31482458.1,71721626.4,66300805.8,38779716.6
2018,48431,TX,Sterling County,1046064,6414024,3730044,2587632
2018,48433,TX,Stonewall County,12756.5,31520.9,25924.5,12098.1
2018,48435,TX,Sutton County,283829.7,417758,291201.9,235910.4
2018,48437,TX,Swisher County,41056.5,51813,33936,24694.5
2018,48439,TX,Tarrant County,439338.9,782882.1,977776.8,1103302.2
2018,48441,TX,Taylor County,1252803.4,3486575.5,3770229.1,3297473.1
2018,48443,TX,Terrell County,16982904.8,34090683.9,48076605.5,25724105.8
2018,48445,TX,Terry County,397980,468732,434830,172458
2018,48447,TX,Throckmorton County,195264,759360,711628.8,503347.2
2018,48449,TX,Titus County,858208,1538998,1031500,697294
2018,48451,TX,Tom Green County,46254.6,108294.5,120408.8,92142.1
2018,48453,TX,Travis County,252352.4,421482.2,595981.2,1414784.2
2018,48455,TX,Trinity County,792248.8,1919112,1550052,659387.2
2018,48457,TX,Tyler County,1041953.4,2207148.6,1529318.7,829081.2
2018,48459,TX,Upshur County,1325304,3119986.5,3166004,1592205.5
2018,48461,TX,Upton County,1732272,2645520,2000448,862512
2018,48463,TX,Uvalde County,1338775.2,1567217,1423776.8,977518.4
2018,48465,TX,Val Verde County,341052,301204,300032,229712
2018,48467,TX,Van Zandt County,488001.2,1130477.6,1270909.6,621411.6
2018,48469,TX,Victoria County,4524924,8442846,9298167,5352654
2018,48471,TX,Walker County,586827.9,1623141,1115389.2,836541.9
2018,48473,TX,Waller County,64887.5,158844.6,164554.7,130813.2
2018,48475,TX,Ward County,2812963.2,4648652.8,4305286.4,1439497.6
2018,48477,TX,Washington County,139738,411522,371780,360242
2018,48479,TX,Webb County,671268,507754,555087,417391
2018,48481,TX,Wharton County,11051020.5,16491522.9,18588383.2,10540973.4
2018,48483,TX,Wheeler County,934166.4,1702593.6,1506720,873897.6
2018,48485,TX,Wichita County,91868,253988,248584,178332
2018,48487,TX,Wilbarger County,1461727,2260895.5,2055980.5,1045066.5
2018,48489,TX,Willacy County,1421563.5,1710389.1,947709,433238.4
2018,48491,TX,Williamson County,51546,160651.7,262025.5,384876.8
2018,48493,TX,Wilson County,193081.5,591876,586462.5,433080
2018,48495,TX,Winkler County,401577,428538,445566,144738
2018,48497,TX,Wise County,168960.3,406223.7,399033.9,224082.1
2018,48499,TX,Wood County,90804,211876,220430,134232
2018,48501,TX,Yoakum County,1489145,1626520,1785875,593460
2018,48503,TX,Young County,1677297.6,4002642,3761212.8,3265647.6
2018,48505,TX,Zapata County,644554.2,662796.3,480375.3,241201.1
2018,48507,TX,Zavala County,23912,30674,28910,14504
2018,49001,UT,Beaver County,3270930.9,9672107.5,12802353.2,9425908.4
2018,49003,UT,Box Elder County,125773.2,638848,744657.2,487121.6
2018,49005,UT,Cache County,58081.2,205287,347485.8,390546
2018,49007,UT,Carbon County,43180,148336,231648,84836
2018,49009,UT,Daggett County,41008.8,356386,389583.6,188445.2
2018,49011,UT,Davis County,226932.5,1118830,1926287.5,2005450
2018,49013,UT,Duchesne County,117861,465666.5,404425,167547.5
2018,49015,UT,Emery County,44712.2,242062.6,368490.2,116405.9
2018,49017,UT,Garfield County,62428.8,425296.2,485123.8,327751.2
2018,49019,UT,Grand County,74679,348100.5,457710,324010.5
2018,49021,UT,Iron County,9681.5,34824.5,57944.5,42194
2018,49023,UT,Juab County,18480,84268.8,91660.8,51990.4
2018,49025,UT,Kane County,8414220.9,29276878.2,42877947.6,34694253.3
2018,49027,UT,Millard County,159124.7,509817,512906.8,363051.5
2018,49029,UT,Morgan County,67370.6,584899.3,1197359.3,1215733.1
2018,49031,UT,Piute County,232621.2,728018.2,756018.9,437241.7
2018,49033,UT,Rich County,134185.6,1081871.4,2000204.1,981232.2
2018,49035,UT,Salt Lake County,573237.4,1558926.1,2264986.8,2593549.7
2018,49037,UT,San Juan County,474869.2,1002895.4,1336012.6,730022.8
2018,49039,UT,Sanpete County,5599917,18915275.2,23395208.8,14310899
2018,49041,UT,Sevier County,252624,1073652,1273092,724632
2018,49043,UT,Summit County,858500,2764370,4086460,9477840
2018,49045,UT,Tooele County,20444,84735,101951,61870
2018,49047,UT,Uintah County,3178851.6,9049472.7,8972565,4435010.7
2018,49049,UT,Utah County,181167.7,621146.4,1331028,1563957.9
2018,49051,UT,Wasatch County,138960.9,716183.1,1129502.7,1574890.2
2018,49053,UT,Washington County,190902.6,663613.8,1251472.6,924211
2018,49055,UT,Wayne County,1365947.6,4097842.8,7405740,3587669.6
2018,49057,UT,Weber County,51250,182500,226875,164375
2018,50001,VT,Addison County,281699.7,1448035.3,1126798.8,2090508.3
2018,50003,VT,Bennington County,42540,194266,199229,272965
2018,50005,VT,Caledonia County,179630,865260,703340,781770
2018,50007,VT,Chittenden County,144995,521982,664077.1,1568845.9
2018,50009,VT,Essex County,274451.4,1197361.5,683437.8,535449.3
2018,50011,VT,Franklin County,486977.6,2188465.6,1590011.2,1601745.6
2018,50013,VT,Grand Isle County,302328,1738386,1308150,2465136
2018,50015,VT,Lamoille County,282189.6,1060348.8,1115931.6,1817130
2018,50017,VT,Orange County,353830.4,1879724,1404264.4,1890781.2
2018,50019,VT,Orleans County,285225.6,1212208.8,858918,884847.6
2018,50021,VT,Rutland County,684923.4,3674668.4,3022360.4,3489847.8
2018,50023,VT,Washington County,80514,390642,363804,656040
2018,50025,VT,Windham County,81981.9,395595.2,291491.2,532231.7
2018,50027,VT,Windsor County,183662.8,896147.8,810649.6,1272973.2
2018,51001,VA,Accomack County,280385.7,549682.7,419786.5,332661
2018,51003,VA,Albemarle County,1591390.7,3491558.7,4679163.7,13989986.9
2018,51005,VA,Alleghany County,807389.9,3176739.7,2407078.3,1154492.1
2018,51007,VA,Amelia County,62234,188418.8,102149.6,75968.4
2018,51009,VA,Amherst County,968588.1,3016010.1,2173417.2,1716684.6
2018,51011,VA,Appomattox County,69852.3,241651.2,195083,122713.5
2018,51013,VA,Arlington County,169712.7,246249.8,372702.4,2539035.1
2018,51015,VA,Augusta County,173670.4,668467.2,427622.4,370278.4
2018,51017,VA,Bath County,314070.8,802153.8,609042.7,394710.6
2018,51019,VA,Bedford County,130892.3,506570.2,537168.4,526969
2018,51021,VA,Bland County,610200.3,2484779.6,1671179.2,731140.9
2018,51023,VA,Botetourt County,190786.4,1077020,969318,843152.8
2018,51025,VA,Brunswick County,640137.6,1058005.2,788317.6,477139.6
2018,51027,VA,Buchanan County,182548.3,267228.5,165889.9,78433.3
2018,51029,VA,Buckingham County,229209.6,543179,280543,140868.4
2018,51031,VA,Campbell County,3694693.6,11850904,10979514,8365344
2018,51033,VA,Caroline County,164109.9,559135.5,409548.6,319506
2018,51035,VA,Carroll County,93177.6,189900,146349.6,76972.8
2018,51036,VA,Charles City County,886788.9,2063988.2,1426122.5,809000.4
2018,51037,VA,Charlotte County,152039.5,363913.9,316830.7,148115.9
2018,51041,VA,Chesterfield County,107470.2,329672.1,413905.5,601252.2
2018,51043,VA,Clarke County,236790.7,824488.1,787400.4,1004220.8
2018,51045,VA,Craig County,124476.6,411646.3,329753.8,226023.3
2018,51047,VA,Culpeper County,12773824.5,37630996.5,34178611.5,30496067.5
2018,51049,VA,Cumberland County,848100,2636177.5,2360545,1222677.5
2018,51051,VA,Dickenson County,315900,634959,462793.5,164268
2018,51053,VA,Dinwiddie County,302647.9,1039180.4,865090.9,471380.8
2018,51057,VA,Essex County,859783.5,2101693,1758903.5,893500.5
2018,51059,VA,Fairfax County,583143,1086766.5,1546212.5,5610542.5
2018,51061,VA,Fauquier County,121276.8,431206.4,496898,635018.8
2018,51063,VA,Floyd County,366020.2,1437936.5,1142879.4,788063.9
2018,51065,VA,Fluvanna County,151086,536936.4,792620.4,843757.2
2018,51067,VA,Franklin County,170377.9,534580.2,506444.4,353260.6
2018,51069,VA,Frederick County,229436.4,626994.3,575568.9,545900.4
2018,51071,VA,Giles County,117432.7,445314.1,383691,215099.5
2018,51073,VA,Gloucester County,361672,982656,1207848,863236
2018,51075,VA,Goochland County,643434,2316362.4,2820385.7,4943717.9
2018,51077,VA,Grayson County,5696215.3,12347287.5,9713199.5,5136471.6
2018,51079,VA,Greene County,591054.8,1538780.6,1508208.8,1457255.8
2018,51081,VA,Greensville County,50388,89947,56355,24089
2018,51083,VA,Halifax County,639286.9,1348784.5,1104894.7,606029.2
2018,51085,VA,Hanover County,473661.4,1925204.4,2146755.7,3094078.5
2018,51087,VA,Henrico County,51406.6,154219.8,182387.8,316185.8
2018,51089,VA,Henry County,507582.5,911522.5,834455,401282.5
2018,51091,VA,Highland County,133818.1,687723.4,396372.6,475985.9
2018,51093,VA,Isle of Wight County,97047,318098.5,349369.2,313785.3
2018,51095,VA,James City County,103580.4,454341.3,607357.8,1188820.5
2018,51097,VA,King and Queen County,4760145,15419615,11798650,8665905
2018,51099,VA,King George County,283190.6,1044495.2,1066562,1283552.2
2018,51101,VA,King William County,89436.4,400046.6,416967,300941.4
2018,51103,VA,Lancaster County,134279.5,413474.5,339022.5,442723.5
2018,51105,VA,Lee County,177800.4,310710.6,296627.4,95061.6
2018,51107,VA,Loudoun County,180835,355540,597675,1930950
2018,51109,VA,Louisa County,116305.2,379068.8,303685.8,277840.2
2018,51111,VA,Lunenburg County,2009395.5,3880212,2850768,1168023
2018,51113,VA,Madison County,183966.4,525194.4,409473.6,366449.2
2018,51115,VA,Mathews County,165693.4,649339,754576.7,669490.9
2018,51117,VA,Mecklenburg County,158422.5,404857.5,347356,261690.5
2018,51119,VA,Middlesex County,146978.7,355907.1,382630.5,329183.7
2018,51121,VA,Montgomery County,89436,362370,382416,707778
2018,51125,VA,Nelson County,567982,1205587.6,780517.2,1110313.2
2018,51127,VA,New Kent County,160351.1,715596.7,732349.8,785002.4
2018,51131,VA,Northampton County,249189.3,558466.8,463032.6,496611.3
2018,51133,VA,Northumberland County,585110.4,1767521,1682192.4,2066171.1
2018,51135,VA,Nottoway County,487456.3,1120857.6,834805.4,475780.7
2018,51137,VA,Orange County,238680,835380,621945,598995
2018,51139,VA,Page County,647394,1736539.2,868269.6,555997.2
2018,51141,VA,Patrick County,7862584.8,16661191.6,14601943.2,7675380.4
2018,51143,VA,Pittsylvania County,541649.4,1284288.2,1093518.6,483737.2
2018,51145,VA,Powhatan County,62367.2,216834.8,220460.8,225537.2
2018,51147,VA,Prince Edward County,129243.4,310003.4,237699.4,225950
2018,51149,VA,Prince George County,1063024.9,2841004.6,3207889.3,2295381.2
2018,51153,VA,Prince William County,236620.8,457315.2,609753.6,971510.4
2018,51155,VA,Pulaski County,861186.4,2729798.4,2941032.8,1592382.4
2018,51157,VA,Rappahannock County,222008.4,855936,746269.2,850586.4
2018,51159,VA,Richmond County,478054.8,697701.6,600798.6,376845
2018,51161,VA,Roanoke County,282730.5,1178768.7,1261413,1626787.8
2018,51163,VA,Rockbridge County,329097.6,1081756,777036,859310.4
2018,51165,VA,Rockingham County,242686.8,643647.6,385133.4,487132.2
2018,51167,VA,Russell County,2443131.6,5154739.2,4188225.6,1637703.6
2018,51169,VA,Scott County,2699280,5488536,4708744,2099440
2018,51171,VA,Shenandoah County,71214,260902.2,183214.2,132069.6
2018,51173,VA,Smyth County,177544.6,441614.1,324749.3,179792
2018,51175,VA,Southampton County,592397.5,1286932.5,1417668.5,788501.5
