Year,County,State,GeoFips,Personal Income (thousands of dollars),Population (persons),Per Capita Personal Income
2018,Whitfield, GA,13313,39556,4083083,103223
2018,Wilcox, GA,13315,26115,234384,8975
2018,Wilkes, GA,13317,40514,394322,9733
2018,Wilkinson, GA,13319,35171,317668,9032
2018,Worth, GA,13321,33057,691483,20918
2018,Hawaii, HI,15001,41278,8265485,200241
2018,Honolulu, HI,15003,55214,56408435,1021634
2018,Kauai, HI,15007,47643,3497176,73404
2018,Maui + Kalawao, HI*,15901,48496,7997206,164904
2018,Ada, ID,16001,52495,24779499,472035
2018,Adams, ID,16003,36761,154324,4198
2018,Bannock, ID,16005,37633,3218063,85511
2018,Bear Lake, ID,16007,38488,238893,6207
2018,Benewah, ID,16009,36887,344523,9340
2018,Bingham, ID,16011,34634,1619032,46747
2018,Blaine, ID,16013,108169,2535922,23444
2018,Boise, ID,16015,42480,313033,7369
2018,Bonner, ID,16017,40081,1810137,45162
2018,Bonneville, ID,16019,47130,5589936,118608
2018,Boundary, ID,16021,37243,434137,11657
2018,Butte, ID,16023,40609,103066,2538
2018,Camas, ID,16025,43969,46871,1066
2018,Canyon, ID,16027,33795,7444456,220284
2018,Caribou, ID,16029,38564,267439,6935
2018,Cassia, ID,16031,42374,1021544,24108
2018,Clark, ID,16033,46230,36845,797
2018,Clearwater, ID,16035,35192,305646,8685
2018,Custer, ID,16037,41749,176640,4231
2018,Elmore, ID,16039,35129,993806,28290
2018,Franklin, ID,16041,34330,472521,13764
2018,Fremont (includes Yellowstone Park), ID,16043,34197,455335,13315
2018,Gem, ID,16045,36874,665474,18047
2018,Gooding, ID,16047,52450,797865,15212
2018,Idaho, ID,16049,34340,558602,16267
2018,Jefferson, ID,16051,34158,1017679,29793
2018,Jerome, ID,16053,35725,850397,23804
2018,Kootenai, ID,16055,44747,7287461,162860
2018,Latah, ID,16057,40384,1576708,39043
2018,Lemhi, ID,16059,41213,325214,7891
2018,Lewis, ID,16061,49224,176565,3587
2018,Lincoln, ID,16063,35746,185164,5180
2018,Madison, ID,16065,21889,1074440,49085
2018,Minidoka, ID,16067,37285,784135,21031
2018,Nez Perce, ID,16069,43042,1785383,41480
2018,Oneida, ID,16071,35201,156892,4457
2018,Owyhee, ID,16073,35620,411300,11547
2018,Payette, ID,16075,38283,926100,24191
2018,Power, ID,16077,36251,284423,7846
2018,Shoshone, ID,16079,34522,448990,13006
2018,Teton, ID,16081,41815,462557,11062
2018,Twin Falls, ID,16083,38901,3409858,87654
2018,Valley, ID,16085,48631,539418,11092
2018,Washington, ID,16087,34146,348870,10217
2018,Adams, IL,17001,46065,3050914,66230
2018,Alexander, IL,17003,36256,208546,5752
2018,Bond, IL,17005,35957,611384,17003
2018,Boone, IL,17007,47001,2530004,53829
2018,Brown, IL,17009,36319,229353,6315
2018,Bureau, IL,17011,39996,1344441,33614
2018,Calhoun, IL,17013,43057,200688,4661
2018,Carroll, IL,17015,40538,627643,15483
2018,Cass, IL,17017,37405,494086,13209
2018,Champaign, IL,17019,44914,9308335,207248
2018,Christian, IL,17021,39284,1343883,34209
2018,Clark, IL,17023,40815,641283,15712
2018,Clay, IL,17025,39878,535045,13417
2018,Clinton, IL,17027,46554,1735036,37269
2018,Coles, IL,17029,42439,2035814,47970
2018,Cook, IL,17031,61972,328323574,5297956
2018,Crawford, IL,17033,44961,852380,18958
2018,Cumberland, IL,17035,75687,802664,10605
2018,DeKalb, IL,17037,41940,4243141,101171
2018,De Witt, IL,17039,46650,738570,15832
2018,Douglas, IL,17041,50026,982551,19641
2018,DuPage, IL,17043,72705,68283099,939182
2018,Edgar, IL,17045,40949,708328,17298
2018,Edwards, IL,17047,40919,256644,6272
2018,Effingham, IL,17049,48821,1693397,34686
2018,Fayette, IL,17051,35127,756774,21544
2018,Ford, IL,17053,46683,639423,13697
2018,Franklin, IL,17055,37348,1434163,38400
2018,Fulton, IL,17057,37689,1301967,34545
2018,Gallatin, IL,17059,38942,201718,5180
2018,Greene, IL,17061,37357,463194,12399
2018,Grundy, IL,17063,53348,2787312,52248
2018,Hamilton, IL,17065,42803,345160,8064
2018,Hancock, IL,17067,43279,775865,17927
2018,Hardin, IL,17069,37806,141168,3734
2018,Henderson, IL,17071,42849,281302,6565
2018,Henry, IL,17073,44566,2214405,49688
2018,Iroquois, IL,17075,42660,1180990,27684
2018,Jackson, IL,17077,38561,2091757,54245
2018,Jasper, IL,17079,41661,392192,9414
2018,Jefferson, IL,17081,39431,1480518,37547
2018,Jersey, IL,17083,41983,907050,21605
2018,Jo Daviess, IL,17085,46165,1015501,21997
2018,Johnson, IL,17087,33892,445473,13144
2018,Kane, IL,17089,52548,27375230,520955
2018,Kankakee, IL,17091,41562,4521383,108787
2018,Kendall, IL,17093,48725,6285351,128997
2018,Knox, IL,17095,38596,1952250,50582
2018,Lake, IL,17097,77911,55827819,716561
2018,LaSalle, IL,17099,43657,4829476,110624
2018,Lawrence, IL,17101,30802,481378,15628
2018,Lee, IL,17103,40839,1412890,34597
2018,Livingston, IL,17105,44238,1588718,35913
2018,Logan, IL,17107,37200,1059014,28468
2018,McDonough, IL,17109,40217,1136241,28253
2018,McHenry, IL,17111,54986,17121429,311376
2018,McLean, IL,17113,49385,8499246,172103
2018,Macon, IL,17115,47451,4985862,105075
2018,Macoupin, IL,17117,40511,1845437,45554
2018,Madison, IL,17119,45833,12231505,266874
2018,Marion, IL,17121,40851,1549285,37925
2018,Marshall, IL,17123,44183,521312,11799
2018,Mason, IL,17125,41154,551549,13402
2018,Massac, IL,17127,36141,522051,14445
2018,Menard, IL,17129,45033,561154,12461
2018,Mercer, IL,17131,45250,719973,15911
2018,Monroe, IL,17133,56766,1963128,34583
2018,Montgomery, IL,17135,35136,1012088,28805
2018,Morgan, IL,17137,39646,1330749,33566
2018,Moultrie, IL,17139,62750,927442,14780
2018,Ogle, IL,17141,45096,2341784,51929
2018,Peoria, IL,17143,49036,9010071,183745
2018,Perry, IL,17145,36364,776265,21347
2018,Piatt, IL,17147,53173,883737,16620
2018,Pike, IL,17149,41500,627313,15116
2018,Pope, IL,17151,31455,121321,3857
2018,Pulaski, IL,17153,36369,196140,5393
2018,Putnam, IL,17155,59149,335730,5676
2018,Randolph, IL,17157,37353,1161539,31096
2018,Richland, IL,17159,40382,643894,15945
2018,Rock Island, IL,17161,43335,6296199,145292
2018,St. Clair, IL,17163,44693,11650502,260678
2018,Saline, IL,17165,38577,931557,24148
2018,Sangamon, IL,17167,47340,9353837,197587
2018,Schuyler, IL,17169,40950,287097,7011
2018,Scott, IL,17171,41617,205337,4934
2018,Shelby, IL,17173,40467,864486,21363
2018,Stark, IL,17175,42552,234677,5515
2018,Stephenson, IL,17177,41393,1872134,45228
2018,Tazewell, IL,17179,47544,6308965,132698
2018,Union, IL,17181,40595,706994,17416
2018,Vermilion, IL,17183,38839,2948681,75921
2018,Wabash, IL,17185,42154,485324,11513
2018,Warren, IL,17187,40616,692499,17050
2018,Washington, IL,17189,47485,663418,13971
2018,Wayne, IL,17191,37803,619585,16390
2018,White, IL,17193,47454,664827,14010
2018,Whiteside, IL,17195,42604,2396215,56244
2018,Will, IL,17197,52666,36703860,696918
2018,Williamson, IL,17199,43752,2957093,67587
2018,Winnebago, IL,17201,42792,12262236,286556
2018,Woodford, IL,17203,52041,2014983,38719
2018,Adams, IN,18001,39086,1390338,35571
2018,Allen, IN,18003,46117,17440354,378174
2018,Bartholomew, IN,18005,52363,4256143,81282
2018,Benton, IN,18007,40266,348625,8658
2018,Blackford, IN,18009,36313,442904,12197
2018,Boone, IN,18011,72926,4991349,68444
2018,Brown, IN,18013,46472,722226,15541
2018,Carroll, IN,18015,42027,852302,20280
2018,Cass, IN,18017,38093,1455714,38215
2018,Clark, IN,18019,43170,5134371,118935
2018,Clay, IN,18021,37262,982822,26376
2018,Clinton, IN,18023,37875,1245489,32884
2018,Crawford, IN,18025,34011,357757,10519
2018,Daviess, IN,18027,42419,1409913,33238
2018,Dearborn, IN,18029,46995,2364012,50304
2018,Decatur, IN,18031,42460,1129907,26611
2018,DeKalb, IN,18033,44351,1904208,42935
2018,Delaware, IN,18035,37062,4177702,112723
2018,Dubois, IN,18037,54154,2352494,43441
2018,Elkhart, IN,18039,46219,9531649,206230
2018,Fayette, IN,18041,39553,925257,23393
2018,Floyd, IN,18043,54217,4288381,79096
2018,Fountain, IN,18045,39735,652207,16414
2018,Franklin, IN,18047,45930,1045727,22768
2018,Fulton, IN,18049,40886,836444,20458
2018,Gibson, IN,18051,45516,1501650,32992
2018,Grant, IN,18053,39314,2639447,67137
2018,Greene, IN,18055,40442,1253654,30999
2018,Hamilton, IN,18057,75113,25114978,334364
2018,Hancock, IN,18059,50600,3897375,77023
2018,Harrison, IN,18061,42945,1694350,39454
2018,Hendricks, IN,18063,49901,8413279,168599
2018,Henry, IN,18065,37465,1832623,48915
2018,Howard, IN,18067,41185,3421963,83087
2018,Huntington, IN,18069,41337,1505867,36429
2018,Jackson, IN,18071,41633,1906225,45786
2018,Jasper, IN,18073,43953,1447916,32942
2018,Jay, IN,18075,38322,795712,20764
2018,Jefferson, IN,18077,41206,1358156,32960
2018,Jennings, IN,18079,39441,1092622,27703
2018,Johnson, IN,18081,48464,7638132,157605
2018,Knox, IN,18083,44189,1608259,36395
2018,Kosciusko, IN,18085,46991,3776360,80363
2018,Lagrange, IN,18087,42414,1686211,39756
2018,Lake, IN,18089,44303,21884889,493981
2018,LaPorte, IN,18091,41328,4639072,112250
2018,Lawrence, IN,18093,40913,1854489,45328
2018,Madison, IN,18095,37725,4899681,129878
2018,Marion, IN,18097,51848,50203293,968269
2018,Marshall, IN,18099,41646,1926514,46259
2018,Martin, IN,18101,39099,389816,9970
2018,Miami, IN,18103,34060,1231337,36152
2018,Monroe, IN,18105,44062,6189398,140470
2018,Montgomery, IN,18107,39754,1507499,37921
2018,Morgan, IN,18109,43396,3081701,71013
2018,Newton, IN,18111,39583,549999,13895
2018,Noble, IN,18113,40222,1902835,47308
2018,Ohio, IN,18115,39630,234334,5913
2018,Orange, IN,18117,37324,736281,19727
2018,Owen, IN,18119,39065,830645,21263
2018,Parke, IN,18121,36931,604961,16381
2018,Perry, IN,18123,37466,715827,19106
2018,Pike, IN,18125,40391,495720,12273
2018,Porter, IN,18127,52774,9052864,171541
2018,Posey, IN,18129,48127,1224734,25448
2018,Pulaski, IN,18131,42376,533474,12589
2018,Putnam, IN,18133,37949,1398928,36863
2018,Randolph, IN,18135,37220,926738,24899
2018,Ripley, IN,18137,41015,1188129,28968
2018,Rush, IN,18139,44467,743447,16719
2018,St. Joseph, IN,18141,47364,12880388,271942
2018,Scott, IN,18143,36729,889713,24224
2018,Shelby, IN,18145,43487,1942992,44680
2018,Spencer, IN,18147,44140,885672,20065
2018,Starke, IN,18149,34211,794046,23210
2018,Steuben, IN,18151,43996,1507887,34273
2018,Sullivan, IN,18153,35103,732420,20865
2018,Switzerland, IN,18155,33967,337872,9947
2018,Tippecanoe, IN,18157,40409,7512310,185908
2018,Tipton, IN,18159,45309,689466,15217
2018,Union, IN,18161,38678,273297,7066
2018,Vanderburgh, IN,18163,45626,8186024,179417
2018,Vermillion, IN,18165,36877,573917,15563
2018,Vigo, IN,18167,37874,4052547,107000
2018,Wabash, IN,18169,41665,1304481,31309
2018,Warren, IN,18171,42474,358863,8449
2018,Warrick, IN,18173,56004,3529679,63025
2018,Washington, IN,18175,38892,1087223,27955
2018,Wayne, IN,18177,40491,2701082,66709
2018,Wells, IN,18179,41672,1167870,28025
2018,White, IN,18181,41968,1030608,24557
2018,Whitley, IN,18183,45067,1532403,34003
2018,Adair, IA,19001,49610,365374,7365
2018,Adams, IA,19003,58463,217366,3718
2018,Allamakee, IA,19005,45455,644786,14185
2018,Appanoose, IA,19007,38626,477153,12353
2018,Audubon, IA,19009,49152,277070,5637
2018,Benton, IA,19011,52546,1348179,25657
2018,Black Hawk, IA,19013,44889,5924889,131990
2018,Boone, IA,19015,46672,1246292,26703
2018,Bremer, IA,19017,49037,1214447,24766
2018,Buchanan, IA,19019,49090,1010672,20588
2018,Buena Vista, IA,19021,43676,900684,20622
2018,Butler, IA,19023,45847,665011,14505
2018,Calhoun, IA,19025,46933,469097,9995
2018,Carroll, IA,19027,52551,1090384,20749
2018,Cass, IA,19029,46279,610793,13198
2018,Cedar, IA,19031,53453,990212,18525
2018,Cerro Gordo, IA,19033,50576,2193247,43365
2018,Cherokee, IA,19035,58142,677002,11644
2018,Chickasaw, IA,19037,57159,690596,12082
2018,Clarke, IA,19039,40100,392859,9797
2018,Clay, IA,19041,48960,806120,16465
2018,Clayton, IA,19043,49180,848748,17258
2018,Clinton, IA,19045,43866,2041918,46549
2018,Crawford, IA,19047,41723,699980,16777
2018,Dallas, IA,19049,65327,6053593,92666
2018,Davis, IA,19051,38288,345244,9017
2018,Decatur, IA,19053,35404,275264,7775
2018,Delaware, IA,19055,49701,872005,17545
2018,Des Moines, IA,19057,48580,1912973,39378
2018,Dickinson, IA,19059,58642,1015848,17323
2018,Dubuque, IA,19061,48948,4812334,98316
2018,Emmet, IA,19063,43686,413929,9475
2018,Fayette, IA,19065,43591,861742,19769
2018,Floyd, IA,19067,46155,731599,15851
2018,Franklin, IA,19069,46966,474165,10096
2018,Fremont, IA,19071,44697,304746,6818
2018,Greene, IA,19073,47060,420478,8935
2018,Grundy, IA,19075,50614,625138,12351
2018,Guthrie, IA,19077,52350,556115,10623
2018,Hamilton, IA,19079,53265,806482,15141
2018,Hancock, IA,19081,51717,565580,10936
2018,Hardin, IA,19083,47797,820905,17175
2018,Harrison, IA,19085,43537,635383,14594
2018,Henry, IA,19087,41556,856391,20608
2018,Howard, IA,19089,47382,447284,9440
2018,Humboldt, IA,19091,48016,462109,9624
2018,Ida, IA,19093,49728,346704,6972
2018,Iowa, IA,19095,52035,863373,16592
2018,Jackson, IA,19097,43973,860645,19572
2018,Jasper, IA,19099,41364,1557941,37664
2018,Jefferson, IA,19101,45577,726642,15943
2018,Johnson, IA,19103,53949,8118154,150477
2018,Jones, IA,19105,43311,894841,20661
2018,Keokuk, IA,19107,44226,449030,10153
2018,Kossuth, IA,19109,51019,761567,14927
2018,Lee, IA,19111,41009,1393111,33971
2018,Linn, IA,19113,52173,11900269,228091
2018,Louisa, IA,19115,42513,466497,10973
2018,Lucas, IA,19117,41040,355944,8673
2018,Lyon, IA,19119,56281,674531,11985
2018,Madison, IA,19121,48841,792684,16230
2018,Mahaska, IA,19123,43473,958010,22037
2018,Marion, IA,19125,48027,1605826,33436
2018,Marshall, IA,19127,41703,1682964,40356
2018,Mills, IA,19129,55829,827994,14831
2018,Mitchell, IA,19131,63429,665311,10489
2018,Monona, IA,19133,43963,385510,8769
2018,Monroe, IA,19135,44122,334932,7591
2018,Montgomery, IA,19137,40064,412780,10303
2018,Muscatine, IA,19139,45934,1992990,43388
2018,O'Brien, IA,19141,52741,748813,14198
2018,Osceola, IA,19143,50285,311066,6186
2018,Page, IA,19145,40800,625100,15321
2018,Palo Alto, IA,19147,53867,485234,9008
2018,Plymouth, IA,19149,54580,1386559,25404
2018,Pocahontas, IA,19151,50395,357403,7092
2018,Polk, IA,19153,52762,25603055,485259
2018,Pottawattamie, IA,19155,44682,4185646,93677
2018,Poweshiek, IA,19157,44423,829864,18681
2018,Ringgold, IA,19159,47099,225556,4789
2018,Sac, IA,19161,53399,525016,9832
2018,Scott, IA,19163,53321,9284557,174125
2018,Shelby, IA,19165,50505,595407,11789
2018,Sioux, IA,19167,52317,1854231,35442
2018,Story, IA,19169,42346,4111607,97095
2018,Tama, IA,19171,44587,761493,17079
2018,Taylor, IA,19173,42147,253009,6003
2018,Union, IA,19175,40793,499880,12254
2018,Van Buren, IA,19177,40009,284827,7119
2018,Wapello, IA,19179,38098,1347295,35364
2018,Warren, IA,19181,50008,2565406,51300
2018,Washington, IA,19183,56342,1269110,22525
2018,Wayne, IA,19185,42095,271678,6454
2018,Webster, IA,19187,43884,1632788,37207
2018,Winnebago, IA,19189,41484,450802,10867
2018,Winneshiek, IA,19191,48524,978865,20173
2018,Woodbury, IA,19193,42196,4414101,104610
2018,Worth, IA,19195,40096,299638,7473
2018,Wright, IA,19197,50292,657924,13082
2018,Allen, KS,20001,39288,495655,12616
2018,Anderson, KS,20003,38564,300103,7782
2018,Atchison, KS,20005,37476,616259,16444
2018,Barber, KS,20007,44694,193568,4331
2018,Barton, KS,20009,45273,1174061,25933
2018,Bourbon, KS,20011,45218,653858,14460
2018,Brown, KS,20013,45117,432582,9588
2018,Butler, KS,20015,45908,3086767,67238
2018,Chase, KS,20017,51306,130728,2548
2018,Chautauqua, KS,20019,38941,132985,3415
2018,Cherokee, KS,20021,41092,809431,19698
2018,Cheyenne, KS,20023,45526,120279,2642
2018,Clark, KS,20025,53626,107467,2004
2018,Clay, KS,20027,41341,334076,8081
2018,Cloud, KS,20029,36958,332915,9008
2018,Coffey, KS,20031,51718,433705,8386
2018,Comanche, KS,20033,42454,73615,1734
2018,Cowley, KS,20035,37922,1326230,34973
2018,Crawford, KS,20037,37633,1469932,39060
2018,Decatur, KS,20039,42694,120440,2821
2018,Dickinson, KS,20041,40853,763867,18698
2018,Doniphan, KS,20043,39553,301114,7613
2018,Douglas, KS,20045,44846,5309641,118398
2018,Edwards, KS,20047,52096,152536,2928
2018,Elk, KS,20049,39427,96439,2446
2018,Ellis, KS,20051,45007,1301967,28928
2018,Ellsworth, KS,20053,41788,268240,6419
2018,Finney, KS,20055,41213,1583346,38419
2018,Ford, KS,20057,38047,1314180,34541
2018,Franklin, KS,20059,42172,1094402,25951
2018,Geary, KS,20061,44609,1636917,36695
2018,Gove, KS,20063,55821,149098,2671
2018,Graham, KS,20065,48630,119728,2462
2018,Grant, KS,20067,44506,332902,7480
2018,Gray, KS,20069,62446,363562,5822
2018,Greeley, KS,20071,68275,88484,1296
2018,Greenwood, KS,20073,40374,246118,6096
2018,Hamilton, KS,20075,52959,140023,2644
2018,Harper, KS,20077,45816,256800,5605
2018,Harvey, KS,20079,42684,1449366,33956
2018,Haskell, KS,20081,63090,243340,3857
2018,Hodgeman, KS,20083,54903,96081,1750
2018,Jackson, KS,20085,41704,556367,13341
2018,Jefferson, KS,20087,46241,847133,18320
2018,Jewell, KS,20089,47767,138907,2908
2018,Johnson, KS,20091,74278,44706556,601885
2018,Kearny, KS,20093,47765,196650,4117
2018,Kingman, KS,20095,41302,311337,7538
2018,Kiowa, KS,20097,41321,102806,2488
2018,Labette, KS,20099,40842,831995,20371
2018,Lane, KS,20101,67613,106625,1577
2018,Leavenworth, KS,20103,42895,3491037,81386
2018,Lincoln, KS,20105,42330,125424,2963
2018,Linn, KS,20107,38981,378700,9715
2018,Logan, KS,20109,45563,128215,2814
2018,Lyon, KS,20111,39176,1274960,32544
2018,McPherson, KS,20113,48824,1462292,29950
2018,Marion, KS,20115,41244,493814,11973
2018,Marshall, KS,20117,41732,417867,10013
2018,Meade, KS,20119,56624,232441,4105
2018,Miami, KS,20121,48677,1635885,33607
2018,Mitchell, KS,20123,57589,345650,6002
2018,Montgomery, KS,20125,36958,1180265,31935
2018,Morris, KS,20127,45034,242869,5393
2018,Morton, KS,20129,42323,118294,2795
2018,Nemaha, KS,20131,51056,519083,10167
2018,Neosho, KS,20133,38823,620154,15974
2018,Ness, KS,20135,50481,138217,2738
2018,Norton, KS,20137,40213,222499,5533
2018,Osage, KS,20139,42172,670064,15889
2018,Osborne, KS,20141,46567,163031,3501
2018,Ottawa, KS,20143,41161,237212,5763
2018,Pawnee, KS,20145,39768,256705,6455
2018,Phillips, KS,20147,51542,262248,5088
2018,Pottawatomie, KS,20149,52159,1292457,24779
2018,Pratt, KS,20151,47333,442516,9349
2018,Rawlins, KS,20153,49232,124016,2519
2018,Reno, KS,20155,39681,2475978,62397
2018,Republic, KS,20157,41420,196457,4743
2018,Rice, KS,20159,41774,395437,9466
2018,Riley, KS,20161,41981,3100662,73858
2018,Rooks, KS,20163,39039,197031,5047
2018,Rush, KS,20165,46250,140414,3036
2018,Russell, KS,20167,44504,301693,6779
2018,Saline, KS,20169,48833,2667157,54618
2018,Scott, KS,20171,53487,278401,5205
2018,Sedgwick, KS,20173,51313,26554949,517505
2018,Seward, KS,20175,36740,829411,22575
2018,Shawnee, KS,20177,46113,8272509,179397
2018,Sheridan, KS,20179,45858,112766,2459
2018,Sherman, KS,20181,42421,254655,6003
2018,Smith, KS,20183,43464,156254,3595
2018,Stafford, KS,20185,44988,186024,4135
2018,Stanton, KS,20187,58004,122505,2112
2018,Stevens, KS,20189,41320,222010,5373
2018,Sumner, KS,20191,38892,886275,22788
2018,Thomas, KS,20193,45838,359690,7847
2018,Trego, KS,20195,47039,132837,2824
2018,Wabaunsee, KS,20197,50897,349511,6867
2018,Wallace, KS,20199,51832,76038,1467
2018,Washington, KS,20201,43552,241234,5539
2018,Wichita, KS,20203,59282,128642,2170
2018,Wilson, KS,20205,40542,358799,8850
2018,Woodson, KS,20207,36799,119229,3240
2018,Wyandotte, KS,20209,32472,5479519,168745
2018,Adair, KY,21001,32154,600122,18664
2018,Allen, KY,21003,33035,678714,20545
2018,Anderson, KY,21005,37970,890173,23444
2018,Ballard, KY,21007,36769,290698,7906
2018,Barren, KY,21009,35990,1590815,44201
2018,Bath, KY,21011,29988,378745,12630
2018,Bell, KY,21013,30783,777098,25244
2018,Boone, KY,21015,48030,6378524,132802
2018,Bourbon, KY,21017,47057,960896,20420
2018,Boyd, KY,21019,37897,1848540,48778
2018,Boyle, KY,21021,37251,1131884,30385
2018,Bracken, KY,21023,36535,305395,8359
2018,Breathitt, KY,21025,31251,427578,13682
2018,Breckinridge, KY,21027,33624,679467,20208
2018,Bullitt, KY,21029,41560,3372766,81154
2018,Butler, KY,21031,34768,431959,12424
2018,Caldwell, KY,21033,33535,424011,12644
2018,Calloway, KY,21035,36586,1363414,37266
2018,Campbell, KY,21037,48525,4525817,93268
2018,Carlisle, KY,21039,38583,185546,4809
2018,Carroll, KY,21041,36001,388703,10797
2018,Carter, KY,21043,30577,827968,27078
2018,Casey, KY,21045,30711,485564,15811
2018,Christian, KY,21047,37482,2699939,72032
2018,Clark, KY,21049,38640,1416119,36649
2018,Clay, KY,21051,29347,606545,20668
2018,Clinton, KY,21053,33661,316989,9417
2018,Crittenden, KY,21055,34131,307693,9015
2018,Cumberland, KY,21057,36969,227320,6149
2018,Daviess, KY,21059,40869,4167069,101961
2018,Edmonson, KY,21061,32961,401074,12168
2018,Elliott, KY,21063,22479,167242,7440
2018,Estill, KY,21065,31816,451436,14189
2018,Fayette, KY,21067,50093,16071419,320833
2018,Fleming, KY,21069,32965,490612,14883
2018,Floyd, KY,21071,35525,1297273,36517
2018,Franklin, KY,21073,41574,2127887,51183
2018,Fulton, KY,21075,29659,192665,6496
2018,Gallatin, KY,21077,33405,289021,8652
2018,Garrard, KY,21079,35706,603645,16906
2018,Grant, KY,21081,36234,899322,24820
2018,Graves, KY,21083,37510,1388717,37023
2018,Grayson, KY,21085,33379,875095,26217
2018,Green, KY,21087,33467,371652,11105
2018,Greenup, KY,21089,40133,1452304,36187
2018,Hancock, KY,21091,36186,326938,9035
2018,Hardin, KY,21093,42742,4701617,109999
2018,Harlan, KY,21095,29315,799546,27274
2018,Harrison, KY,21097,35406,657319,18565
2018,Hart, KY,21099,32332,616891,19080
2018,Henderson, KY,21101,39208,1784056,45502
2018,Henry, KY,21103,38878,611591,15731
2018,Hickman, KY,21105,40522,184497,4553
2018,Hopkins, KY,21107,38359,1747712,45562
2018,Jackson, KY,21109,29153,381989,13103
2018,Jefferson, KY,21111,51261,40022122,780758
2018,Jessamine, KY,21113,45564,2411410,52924
2018,Johnson, KY,21115,32275,740900,22956
2018,Kenton, KY,21117,55712,9333877,167538
2018,Knott, KY,21119,30994,458709,14800
2018,Knox, KY,21121,29501,903100,30613
2018,Larue, KY,21123,35848,525321,14654
2018,Laurel, KY,21125,32940,2035807,61804
2018,Lawrence, KY,21127,30246,492488,16283
2018,Lee, KY,21129,29384,208980,7112
2018,Leslie, KY,21131,30602,331264,10825
2018,Letcher, KY,21133,30317,667945,22032
2018,Lewis, KY,21135,31413,411851,13111
2018,Lincoln, KY,21137,32007,782152,24437
2018,Livingston, KY,21139,37470,339624,9064
2018,Logan, KY,21141,34801,942263,27076
2018,Lyon, KY,21143,34130,294510,8629
2018,McCracken, KY,21145,45391,3048653,67164
2018,McCreary, KY,21147,26129,448172,17152
2018,McLean, KY,21149,38858,360288,9272
2018,Madison, KY,21151,35550,3240090,91141
2018,Magoffin, KY,21153,32481,389257,11984
2018,Marion, KY,21155,35947,702191,19534
2018,Marshall, KY,21157,39833,1261154,31661
2018,Martin, KY,21159,29077,334854,11516
2018,Mason, KY,21161,39197,672223,17150
2018,Meade, KY,21163,37915,1128041,29752
2018,Menifee, KY,21165,31842,194492,6108
2018,Mercer, KY,21167,35753,795781,22258
2018,Metcalfe, KY,21169,30176,309240,10248
2018,Monroe, KY,21171,34049,386870,11362
2018,Montgomery, KY,21173,34574,971953,28112
2018,Morgan, KY,21175,26052,360476,13837
2018,Muhlenberg, KY,21177,33199,1035495,31191
2018,Nelson, KY,21179,42277,1946370,46039
2018,Nicholas, KY,21181,32991,245485,7441
2018,Ohio, KY,21183,32728,785217,23992
2018,Oldham, KY,21185,63343,4254582,67167
2018,Owen, KY,21187,32785,363591,11090
2018,Owsley, KY,21189,33333,139800,4194
2018,Pendleton, KY,21191,43564,636904,14620
2018,Perry, KY,21193,34506,988705,28653
2018,Pike, KY,21195,35828,2138880,59699
2018,Powell, KY,21197,30024,392149,13061
2018,Pulaski, KY,21199,37067,2385105,64346
2018,Robertson, KY,21201,31925,69821,2187
2018,Rockcastle, KY,21203,31823,517736,16269
2018,Rowan, KY,21205,30849,756913,24536
2018,Russell, KY,21207,36128,642609,17787
2018,Scott, KY,21209,43720,2414863,55235
2018,Shelby, KY,21211,46329,2175999,46968
2018,Simpson, KY,21213,35788,686061,19170
2018,Spencer, KY,21215,44237,838256,18949
2018,Taylor, KY,21217,33713,867764,25740
2018,Todd, KY,21219,36639,447326,12209
2018,Trigg, KY,21221,37815,533263,14102
2018,Trimble, KY,21223,38435,326198,8487
2018,Union, KY,21225,34918,484492,13875
2018,Warren, KY,21227,37199,4884192,131299
2018,Washington, KY,21229,37701,449287,11917
2018,Wayne, KY,21231,29522,586062,19852
2018,Webster, KY,21233,38218,500846,13105
2018,Whitley, KY,21235,32951,1199276,36396
2018,Wolfe, KY,21237,33051,223460,6761
2018,Woodford, KY,21239,50684,1347991,26596
2018,Acadia, LA,22001,39213,2301243,58686
2018,Allen, LA,22003,37073,863799,23300
2018,Ascension, LA,22005,50491,6244325,123671
2018,Assumption, LA,22007,48553,1055646,21742
2018,Avoyelles, LA,22009,37814,1517621,40134
2018,Beauregard, LA,22011,43602,1589465,36454
2018,Bienville, LA,22013,38365,507834,13237
2018,Bossier, LA,22015,43866,5626060,128256
2018,Caddo, LA,22017,48858,11862951,242807
2018,Calcasieu, LA,22019,46184,9885476,214045
2018,Caldwell, LA,22021,33845,331643,9799
2018,Cameron, LA,22023,55742,327260,5871
2018,Catahoula, LA,22025,33519,310556,9265
2018,Claiborne, LA,22027,36083,532185,14749
2018,Concordia, LA,22029,32533,629516,19350
2018,De Soto, LA,22031,42203,1130231,26781
2018,East Baton Rouge, LA,22033,50026,22805037,455860
2018,East Carroll, LA,22035,31226,238595,7641
2018,East Feliciana, LA,22037,40285,795301,19742
2018,Evangeline, LA,22039,33390,1091105,32678
2018,Franklin, LA,22041,31327,631923,20172
2018,Grant, LA,22043,30966,691595,22334
2018,Iberia, LA,22045,38813,2765239,71246
2018,Iberville, LA,22047,43268,1345369,31094
2018,Jackson, LA,22049,34455,532783,15463
